IdentifiantMaison,Chambres,Salon,SalleDeBainInterieure,Parking,Meuble,Jardin,Superficie_m2,DistanceRoute_m,Quartier,AgeMaison,LoyerMensuel_BIF,Salon_Bin,SalleDeBainInterieure_Bin,Parking_Bin,Meuble_Bin,Jardin_Bin,Quartier_Target,LoyerMensuel_Log1
144,4.0,Oui,Oui,Oui,Non,Oui,240.0,210.0,Nyakabiga,16.0,1663240,1,1,1,0,1,0.0016361256544502618,14.324278666496754
373,1.0,Oui,Oui,Non,Non,Non,30.0,187.0,Gihosha,13.0,567593,1,1,0,0,0,0.002163471939768941,13.24916165338763
332,6.0,Oui,Oui,Oui,Non,Oui,171.0,42.0,Bwiza,0.0,1163856,1,1,1,0,1,0.002013693113169553,13.96725004749289
475,5.0,Oui,Oui,Non,Non,Non,207.0,275.0,Gihosha,32.0,1633760,1,1,0,0,0,0.002163471939768941,14.306395276874184
331,6.0,Oui,Oui,Oui,Oui,Oui,260.0,260.0,Gasekebuye,0.0,2600000,1,1,1,1,1,0.0020293031373026502,14.77102238760702
423,2.0,Oui,Oui,Oui,Non,Non,103.0,17.0,Nyakabiga,34.0,667150,1,1,1,0,0,0.0016361256544502618,13.41077168608273
118,4.0,Oui,Oui,Oui,Non,Oui,218.0,145.0,Kinanira,7.0,1915811,1,1,1,0,1,0.001998321410015587,14.46565211161316
110,4.0,Oui,Oui,Non,Non,Non,144.0,265.0,Kinanira,16.0,1059409,1,1,0,0,0,0.001998321410015587,13.87322270735328
481,2.0,Oui,Non,Oui,Non,Oui,120.0,300.0,Kinanira,18.0,1018714,1,0,1,0,1,0.001998321410015587,13.834052587118814
428,6.0,Oui,Oui,Oui,Non,Non,273.0,79.0,Cibitoke,4.0,1241076,1,1,1,0,0,0.002045157068062827,14.031490108998428
42,3.0,Oui,Non,Oui,Non,Oui,151.0,191.0,Gihosha,26.0,1609464,1,0,1,0,1,0.002163471939768941,14.29141238360074
296,4.0,Oui,Oui,Non,Non,Non,171.0,133.0,Kamenge,9.0,725340,1,1,0,0,0,0.002181500872600349,13.494397168086941
483,5.0,Oui,Oui,Non,Non,Non,225.0,60.0,Kiriri,22.0,2600000,1,1,0,0,0,0.001998321410015587,14.77102238760702
163,5.0,Oui,Oui,Non,Non,Oui,215.0,243.0,Jabe,11.0,1341097,1,1,0,0,1,0.002181500872600349,14.108999239384818
32,2.0,Oui,Non,Oui,Non,Oui,89.0,183.0,Nyakabiga,14.0,728910,1,0,1,0,1,0.0016361256544502618,13.499306918489799
315,1.0,Oui,Oui,Oui,Non,Non,34.0,83.0,Kinanira,12.0,782756,1,1,1,0,0,0.001998321410015587,13.570577581978432
200,6.0,Oui,Oui,Oui,Non,Non,255.0,275.0,Kiriri,18.0,2600000,1,1,1,0,0,0.001998321410015587,14.77102238760702
30,3.0,Oui,Oui,Non,Oui,Non,146.0,242.0,Kiriri,16.0,2383077,1,1,0,1,0,0.001998321410015587,14.683903487395812
403,1.0,Non,Non,Oui,Non,Non,47.0,218.0,Kiriri,27.0,663181,0,0,1,0,0,0.001998321410015587,13.404804741301
239,2.0,Non,Oui,Oui,Non,Oui,101.0,154.0,Ngagara,23.0,702553,0,1,1,0,1,0.002145738563213458,13.462477545563221
369,1.0,Oui,Non,Oui,Non,Non,171.0,52.0,Nyakabiga,5.0,471026,1,0,1,0,0,0.0016361256544502618,13.062670696196314
141,2.0,Oui,Oui,Oui,Oui,Non,121.0,238.0,Ngagara,20.0,1185706,1,1,1,1,0,0.002145738563213458,13.985849779114321
503,4.0,Oui,Oui,Non,Oui,Non,194.0,189.0,Nyakabiga,39.0,1208719,1,1,0,1,0,0.0016361256544502618,14.005072506413722
231,6.0,Oui,Oui,Oui,Non,Oui,305.0,44.0,Ngagara,15.0,1877765,1,1,1,0,1,0.002145738563213458,14.445593330348062
95,4.0,Oui,Oui,Oui,Non,Oui,208.0,36.0,Kinama,11.0,958924,1,1,1,0,1,0.002128293534244243,13.773568144342223
246,3.0,Oui,Oui,Non,Non,Oui,125.0,52.0,Ngagara,2.0,1208660,1,1,0,0,1,0.002145738563213458,14.005023693256001
474,1.0,Oui,Oui,Oui,Non,Non,56.0,154.0,Bwiza,13.0,365056,1,1,1,0,0,0.002013693113169553,12.807808784755803
120,4.0,Oui,Non,Non,Non,Oui,208.0,50.0,Nyakabiga,22.0,1094619,1,0,0,0,1,0.0016361256544502618,13.90591782903974
183,3.0,Oui,Oui,Non,Non,Non,119.0,257.0,Rohero,5.0,1690726,1,1,0,0,0,0.002061260667023952,14.340669171914229
487,6.0,Oui,Oui,Non,Non,Non,291.0,60.0,Rohero,33.0,2562145,1,1,0,0,0,0.002061260667023952,14.756355746544253
236,6.0,Oui,Oui,Non,Non,Non,307.0,126.0,Ngagara,24.0,1985966,1,1,0,0,0,0.002145738563213458,14.501616507135003
38,3.0,Oui,Non,Oui,Non,Non,147.0,186.0,Bwiza,8.0,580812,1,0,1,0,0,0.002013693113169553,13.27218412516234
504,5.0,Oui,Oui,Oui,Non,Oui,257.0,122.0,Gasekebuye,22.0,2451878,1,1,1,0,1,0.0020293031373026502,14.71236522734916
83,4.0,Oui,Oui,Oui,Non,Non,216.0,133.0,Rohero,15.0,2571093,1,1,1,0,0,0.002061260667023952,14.75984204722883
268,2.0,Oui,Oui,Oui,Non,Non,126.0,273.0,Kiriri,29.0,1448038,1,1,1,0,0,0.001998321410015587,14.185720785266751
35,6.0,Oui,Oui,Non,Non,Non,299.0,111.0,Kinama,12.0,999984,1,1,0,0,0,0.002128293534244243,13.815495557851772
91,2.0,Oui,Oui,Oui,Non,Non,171.0,65.0,Nyakabiga,31.0,853351,1,1,1,0,0,0.0016361256544502618,13.656927402548382
501,4.0,Oui,Oui,Oui,Non,Oui,171.0,239.0,Cibitoke,14.0,1190263,1,1,1,0,1,0.002045157068062827,13.989685689222416
422,2.0,Oui,Oui,Oui,Non,Oui,120.0,154.0,Kiriri,15.0,2291921,1,1,1,0,1,0.001998321410015587,14.644901324824072
219,2.0,Oui,Non,Non,Oui,Oui,97.0,53.0,Buyenzi,0.0,598488,1,0,0,1,1,0.010427934749686295,13.302163424529727
461,1.0,Oui,Oui,Oui,Non,Non,79.0,123.0,Kinanira,21.0,919045,1,1,1,0,0,0.001998321410015587,13.731091454492109
323,1.0,Oui,Oui,Oui,Non,Non,171.0,236.0,Jabe,33.0,481866,1,1,1,0,0,0.002181500872600349,13.085423421346096
273,2.0,Oui,Oui,Non,Non,Non,85.0,108.0,Rohero,21.0,1224926,1,1,0,0,0,0.002061260667023952,14.018391808348566
444,3.0,Oui,Non,Oui,Non,Oui,174.0,219.0,Gihosha,31.0,1318338,1,0,1,0,1,0.002163471939768941,14.091883168863054
210,2.0,Oui,Oui,Non,Non,Oui,88.0,140.0,Kinanira,12.0,924635,1,1,0,0,1,0.001998321410015587,13.737155425534288
242,3.0,Oui,Non,Oui,Non,Non,135.0,53.0,Musaga,19.0,606926,1,0,1,0,0,0.0021998328127062344,13.316163799217957
480,4.0,Oui,Oui,Non,Non,Non,217.0,76.0,Buyenzi,9.0,549844,1,1,0,0,0,0.010427934749686295,13.21739169930863
124,5.0,Oui,Oui,Oui,Non,Oui,223.0,108.0,Nyakabiga,20.0,1515492,1,1,1,0,1,0.0016361256544502618,14.231251356531683
52,2.0,Oui,Non,Non,Non,Non,82.0,41.0,Kamenge,34.0,363444,1,0,0,0,0,0.002181500872600349,12.803383257767663
473,5.0,Oui,Oui,Oui,Non,Non,207.0,220.0,Gihosha,22.0,1914672,1,1,1,0,0,0.002163471939768941,14.46505740883606
20,4.0,Oui,Oui,Oui,Non,Non,164.0,20.0,Cibitoke,30.0,889998,1,1,1,0,0,0.002045157068062827,13.698975618112186
206,2.0,Non,Oui,Oui,Non,Non,108.0,150.0,Kinama,3.0,482399,0,1,1,0,0,0.002128293534244243,13.086528924395113
347,3.0,Oui,Non,Non,Oui,Non,169.0,90.0,Jabe,20.0,1054671,1,0,0,1,0,0.002181500872600349,13.868740376078799
438,5.0,Oui,Oui,Oui,Oui,Non,208.0,239.0,Gasekebuye,22.0,2580300,1,1,1,1,0,0.0020293031373026502,14.763416616759441
125,3.0,Oui,Oui,Oui,Non,Non,126.0,89.0,Kinama,38.0,656963,1,1,1,0,0,0.002128293534244243,13.395384501444925
466,2.0,Non,Oui,Non,Non,Non,85.0,102.0,Cibitoke,19.0,435552,0,1,0,0,0,0.002045157068062827,12.984371767066275
412,4.0,Oui,Oui,Non,Non,Oui,197.0,272.0,Cibitoke,7.0,1234057,1,1,0,0,1,0.002045157068062827,14.025818483963674
44,3.0,Oui,Oui,Oui,Non,Oui,117.0,62.0,Musaga,17.0,784573,1,1,1,0,1,0.0021998328127062344,13.572896174303851
354,6.0,Oui,Oui,Non,Non,Oui,287.0,7.0,Rohero,26.0,2600000,1,1,0,0,1,0.002061260667023952,14.77102238760702
108,3.0,Oui,Oui,Oui,Non,Non,149.0,154.0,Gasekebuye,19.0,1551433,1,1,1,0,0,0.0020293031373026502,14.254690222487818
115,2.0,Oui,Non,Oui,Non,Non,94.0,243.0,Gihosha,12.0,881102,1,0,1,0,0,0.002163471939768941,13.68892981068389
389,1.0,Oui,Oui,Oui,Non,Oui,83.0,159.0,Kinama,16.0,400447,1,1,1,0,1,0.002128293534244243,12.900339199358035
476,5.0,Oui,Oui,Oui,Non,Non,231.0,88.0,Gasekebuye,17.0,2264817,1,1,1,0,0,0.0020293031373026502,14.633004960469897
184,6.0,Oui,Oui,Oui,Non,Non,278.0,211.0,Buyenzi,21.0,693275,1,1,1,0,0,0.010427934749686295,13.449183467282502
86,4.0,Oui,Oui,Oui,Oui,Non,196.0,287.0,Gihosha,20.0,1894478,1,1,1,1,0,0.002163471939768941,14.454454424660433
148,5.0,Oui,Oui,Non,Non,Non,261.0,250.0,Cibitoke,8.0,1323166,1,1,0,0,0,0.002045157068062827,14.09553866340006
136,5.0,Oui,Oui,Oui,Non,Non,257.0,126.0,Gasekebuye,31.0,2435903,1,1,1,0,0,0.0020293031373026502,14.70582849816838
455,2.0,Oui,Oui,Oui,Oui,Non,117.0,268.0,Kinama,3.0,770113,1,1,1,1,0,0.002128293534244243,13.55429383481931
166,5.0,Oui,Oui,Non,Non,Non,216.0,249.0,Bwiza,7.0,784084,1,1,0,0,0,0.002013693113169553,13.572272711823045
308,2.0,Oui,Oui,Non,Non,Non,75.0,261.0,Nyakabiga,39.0,436094,1,1,0,0,0,0.0016361256544502618,12.98561538850487
309,2.0,Non,Oui,Oui,Oui,Non,87.0,169.0,Rohero,29.0,1660346,0,1,1,1,0,0.002061260667023952,14.322537174632293
472,5.0,Oui,Oui,Oui,Oui,Non,229.0,54.0,Musaga,11.0,1488004,1,1,1,1,0,0.0021998328127062344,14.212946854584583
420,5.0,Oui,Oui,Oui,Oui,Non,219.0,188.0,Ngagara,6.0,1734567,1,1,1,1,0,0.002145738563213458,14.366268949005136
305,5.0,Oui,Oui,Oui,Oui,Non,217.0,208.0,Bwiza,8.0,934177,1,1,1,1,0,0.002013693113169553,13.747422277211728
94,1.0,Oui,Oui,Oui,Non,Non,42.0,241.0,Kinanira,2.0,718058,1,1,1,0,0,0.001998321410015587,13.48430701735632
176,2.0,Oui,Oui,Non,Oui,Non,109.0,197.0,Kiriri,32.0,1821920,1,1,0,1,0,0.001998321410015587,14.4154019969158
284,3.0,Oui,Oui,Non,Non,Non,140.0,6.0,Kinanira,22.0,1019019,1,1,0,0,0,0.001998321410015587,13.834351939097632
72,6.0,Oui,Oui,Oui,Non,Oui,253.0,106.0,Kiriri,24.0,2600000,1,1,1,0,1,0.001998321410015587,14.77102238760702
3,3.0,Oui,Oui,Non,Non,Oui,151.0,45.0,Kinanira,23.0,1069218,1,1,0,0,1,0.001998321410015587,13.882439033384559
71,6.0,Oui,Oui,Non,Non,Non,256.0,125.0,Nyakabiga,7.0,1365310,1,1,0,0,0,0.0016361256544502618,14.126892799477712
168,4.0,Oui,Oui,Non,Non,Oui,169.0,132.0,Kamenge,26.0,772010,1,1,0,0,1,0.002181500872600349,13.556754077610064
485,1.0,Oui,Oui,Oui,Non,Non,42.0,196.0,Cibitoke,24.0,354049,1,1,1,0,0,0.002045157068062827,12.77719342507992
128,3.0,Oui,Non,Oui,Non,Non,142.0,22.0,Nyakabiga,24.0,969147,1,0,1,0,0,0.0016361256544502618,13.784172613988256
76,5.0,Oui,Oui,Oui,Non,Oui,249.0,25.0,Cibitoke,37.0,1604301,1,1,1,0,1,0.002045157068062827,14.28819932898802
24,2.0,Oui,Oui,Non,Non,Oui,171.0,131.0,Kinanira,21.0,1051769,1,1,0,0,1,0.001998321410015587,13.865985017197804
230,2.0,Oui,Oui,Non,Oui,Non,94.0,210.0,Kinanira,8.0,1183943,1,1,0,1,0,0.001998321410015587,13.984361796010239
325,3.0,Oui,Oui,Non,Non,Non,168.0,154.0,Kamenge,24.0,638560,1,1,0,0,0,0.002181500872600349,13.366972486304888
79,4.0,Oui,Oui,Oui,Non,Non,215.0,88.0,Nyakabiga,2.0,1274350,1,1,1,0,0,0.0016361256544502618,14.057947587372361
255,2.0,Oui,Oui,Oui,Non,Non,116.0,33.0,Cibitoke,40.0,654254,1,1,1,0,0,0.002045157068062827,13.391252462701745
494,4.0,Oui,Oui,Oui,Non,Non,171.0,17.0,Gasekebuye,13.0,1967570,1,1,1,0,0,0.0020293031373026502,14.492310345026663
8,4.0,Oui,Oui,Non,Non,Oui,119.0,249.0,Jabe,10.0,824889,1,1,0,0,1,0.002181500872600349,13.623005323093805
107,3.0,Non,Oui,Non,Non,Oui,139.0,43.0,Nyakabiga,12.0,1243624,0,1,0,0,1,0.0016361256544502618,14.033541059891661
248,5.0,Oui,Oui,Non,Non,Oui,241.0,205.0,Ngagara,4.0,1675700,1,1,0,0,1,0.002145738563213458,14.331742143154168
486,5.0,Oui,Oui,Oui,Oui,Oui,232.0,97.0,Rohero,27.0,2600000,1,1,1,1,1,0.002061260667023952,14.77102238760702
156,5.0,Oui,Oui,Oui,Non,Oui,235.0,293.0,Nyakabiga,34.0,1466574,1,1,1,0,1,0.0016361256544502618,14.198440308267173
202,4.0,Oui,Oui,Non,Non,Oui,190.0,185.0,Buyenzi,27.0,580183,1,1,0,0,1,0.010427934749686295,13.271100573591506
10,5.0,Oui,Oui,Oui,Oui,Non,238.0,115.0,Kiriri,31.0,2600000,1,1,1,1,0,0.001998321410015587,14.77102238760702
266,1.0,Oui,Oui,Non,Non,Non,40.0,66.0,Kiriri,24.0,859665,1,1,0,0,0,0.001998321410015587,13.664299220700693
277,1.0,Oui,Oui,Oui,Non,Non,48.0,98.0,Rohero,14.0,1077747,1,1,1,0,0,0.002061260667023952,13.890384236889728
88,6.0,Oui,Oui,Oui,Non,Non,273.0,27.0,Gasekebuye,7.0,2600000,1,1,1,0,0,0.0020293031373026502,14.77102238760702
275,4.0,Oui,Oui,Non,Non,Oui,197.0,44.0,Nyakabiga,32.0,1146731,1,1,0,0,1,0.0016361256544502618,13.952426715802545
443,4.0,Oui,Oui,Oui,Oui,Non,266.0,185.0,Cibitoke,20.0,1702764,1,1,1,1,0,0.002045157068062827,14.34776395834387
212,1.0,Oui,Oui,Oui,Non,Non,30.0,10.0,Nyakabiga,16.0,501563,1,1,1,0,0,0.0016361256544502618,13.125486495390305
471,1.0,Non,Oui,Non,Non,Non,80.0,280.0,Kinanira,8.0,538675,0,1,0,0,0,0.001998321410015587,13.196869555977635
61,4.0,Oui,Oui,Non,Non,Oui,176.0,264.0,Kinanira,16.0,1578234,1,1,0,0,1,0.001998321410015587,14.27181769198702
56,5.0,Oui,Oui,Non,Non,Non,206.0,154.0,Musaga,3.0,919586,1,1,0,0,0,0.0021998328127062344,13.731679935190119
82,6.0,Oui,Oui,Oui,Non,Non,270.0,73.0,Buyenzi,33.0,716607,1,1,1,0,0,0.010427934749686295,13.48228424761987
252,3.0,Oui,Non,Non,Non,Non,134.0,215.0,Kiriri,14.0,2190088,1,0,0,0,0,0.001998321410015587,14.599452740236337
6,2.0,Non,Oui,Oui,Non,Oui,79.0,172.0,Gihosha,1.0,1047467,0,1,1,0,1,0.002163471939768941,13.861886381385787
89,4.0,Oui,Oui,Oui,Non,Oui,239.0,157.0,Nyakabiga,5.0,1743130,1,1,1,0,1,0.0016361256544502618,14.371193479451907
312,5.0,Oui,Oui,Non,Non,Oui,251.0,74.0,Jabe,11.0,1553092,1,1,0,0,1,0.002181500872600349,14.255758984433143
384,2.0,Oui,Oui,Non,Non,Non,127.0,170.0,Kamenge,35.0,382743,1,1,0,0,0,0.002181500872600349,12.85512163736832
93,2.0,Oui,Oui,Oui,Non,Non,105.0,157.0,Kinama,9.0,705524,1,1,1,0,0,0.002128293534244243,13.466697485508261
316,4.0,Oui,Non,Non,Non,Oui,215.0,9.0,Kiriri,7.0,2600000,1,0,0,0,1,0.001998321410015587,14.77102238760702
145,3.0,Oui,Oui,Oui,Non,Oui,167.0,171.0,Cibitoke,39.0,827999,1,1,1,0,1,0.002045157068062827,13.626768433367397
249,3.0,Oui,Oui,Oui,Oui,Oui,150.0,254.0,Kinama,2.0,951743,1,1,1,1,1,0.002128293534244243,13.766051370048356
161,2.0,Oui,Oui,Oui,Non,Non,98.0,250.0,Musaga,31.0,494778,1,1,1,0,0,0.0021998328127062344,13.111866477209349
199,3.0,Non,Non,Oui,Non,Oui,150.0,151.0,Cibitoke,5.0,885755,0,0,1,0,1,0.002045157068062827,13.694196796625182
500,4.0,Oui,Oui,Oui,Non,Non,185.0,227.0,Nyakabiga,10.0,1294312,1,1,1,0,0,0.0016361256544502618,14.073490610419338
311,3.0,Oui,Non,Oui,Non,Oui,119.0,26.0,Cibitoke,27.0,951831,1,0,1,0,1,0.002045157068062827,13.7661438276125
106,4.0,Oui,Oui,Oui,Non,Oui,182.0,39.0,Jabe,3.0,1214330,1,1,1,0,1,0.002181500872600349,14.00970386582747
317,1.0,Oui,Non,Oui,Non,Non,54.0,124.0,Kamenge,27.0,332640,1,0,1,0,0,0.002181500872600349,12.714819109340327
243,1.0,Oui,Oui,Oui,Non,Non,40.0,163.0,Ngagara,39.0,364323,1,1,1,0,0,0.002145738563213458,12.805798860596099
187,5.0,Oui,Oui,Oui,Oui,Non,223.0,286.0,Buyenzi,7.0,1125333,1,1,1,1,0,0.010427934749686295,13.93359043844676
458,4.0,Oui,Oui,Oui,Non,Oui,116.0,226.0,Kinanira,18.0,1089805,1,1,1,0,1,0.001998321410015587,13.901510256713337
453,3.0,Non,Oui,Oui,Non,Oui,157.0,227.0,Bwiza,20.0,569075,0,1,1,0,1,0.002013693113169553,13.251769271851668
289,3.0,Non,Oui,Oui,Oui,Oui,142.0,66.0,Nyakabiga,20.0,1531501,0,1,1,1,1,0.0016361256544502618,14.241759511163353
28,1.0,Oui,Non,Oui,Oui,Non,73.0,178.0,Buyenzi,11.0,522789,1,0,1,1,0,0.010427934749686295,13.16693513277574
104,4.0,Oui,Oui,Non,Oui,Oui,79.0,10.0,Gasekebuye,20.0,1651976,1,1,0,1,1,0.0020293031373026502,14.317483310447981
279,1.0,Oui,Oui,Oui,Non,Non,77.0,208.0,Musaga,24.0,408430,1,1,1,0,0,0.0021998328127062344,12.920078268366469
99,1.0,Oui,Oui,Oui,Non,Non,47.0,181.0,Jabe,24.0,482350,1,1,1,0,0,0.002181500872600349,13.086427343779924
456,2.0,Oui,Non,Oui,Non,Non,80.0,211.0,Bwiza,16.0,286840,1,0,1,0,0,0.002013693113169553,12.566683334254554
505,2.0,Oui,Oui,Non,Non,Non,126.0,225.0,Rohero,3.0,1441714,1,1,0,0,0,0.002061260667023952,14.181343935129583
234,3.0,Oui,Non,Oui,Oui,Non,167.0,136.0,Bwiza,23.0,648210,1,0,1,1,0,0.002013693113169553,13.38197153961656
368,4.0,Oui,Non,Oui,Oui,Non,205.0,280.0,Kamenge,5.0,1046949,1,0,1,1,0,0.002181500872600349,13.861391733220463
153,3.0,Oui,Non,Non,Non,Oui,171.0,76.0,Rohero,32.0,1995431,1,0,0,0,1,0.002061260667023952,14.50637112621779
245,4.0,Oui,Non,Non,Non,Non,180.0,211.0,Buyenzi,18.0,493603,1,0,0,0,0,0.010427934749686295,13.109488855268195
401,4.0,Oui,Non,Oui,Non,Oui,207.0,147.0,Bwiza,20.0,867405,1,0,1,0,1,0.002013693113169553,13.673262427583367
55,2.0,Oui,Non,Oui,Non,Non,115.0,67.0,Rohero,38.0,1328618,1,0,1,0,0,0.002061260667023952,14.099650614878747
465,2.0,Oui,Non,Non,Non,Oui,123.0,15.0,Kamenge,0.0,635416,1,0,0,0,1,0.002181500872600349,13.362036755259776
320,4.0,Oui,Oui,Non,Non,Non,204.0,221.0,Nyakabiga,38.0,832796,1,1,0,0,0,0.0016361256544502618,13.632545193970932
254,3.0,Oui,Oui,Oui,Non,Non,132.0,48.0,Kamenge,11.0,742264,1,1,1,0,0,0.002181500872600349,13.51746160124633
204,6.0,Oui,Oui,Oui,Non,Non,293.0,61.0,Kamenge,37.0,987010,1,1,1,0,0,0.002181500872600349,13.802436463237001
380,3.0,Oui,Oui,Oui,Non,Non,145.0,54.0,Cibitoke,16.0,877121,1,1,1,0,0,0.002045157068062827,13.68440137228367
78,2.0,Oui,Oui,Non,Non,Oui,98.0,113.0,Jabe,29.0,623723,1,1,0,0,1,0.002181500872600349,13.343463241812357
50,4.0,Oui,Non,Oui,Non,Oui,203.0,256.0,Kamenge,18.0,772553,1,0,1,0,1,0.002181500872600349,13.557457188223564
137,2.0,Non,Oui,Oui,Non,Non,74.0,142.0,Kiriri,28.0,1117990,0,1,1,0,0,0.001998321410015587,13.927043882575333
233,3.0,Oui,Oui,Oui,Oui,Non,152.0,66.0,Kinama,30.0,864449,1,1,1,1,0,0.002128293534244243,13.669848745532923
12,3.0,Oui,Non,Oui,Non,Non,145.0,67.0,Buyenzi,37.0,459826,1,0,1,0,0,0.010427934749686295,13.03860561077032
43,5.0,Oui,Oui,Oui,Oui,Oui,216.0,262.0,Nyakabiga,20.0,1584595,1,1,1,1,1,0.0016361256544502618,14.27584004321374
365,6.0,Oui,Oui,Oui,Non,Non,270.0,78.0,Ngagara,4.0,1780867,1,1,1,0,0,0.002145738563213458,14.39261144385974
7,3.0,Non,Oui,Non,Oui,Oui,168.0,43.0,Kamenge,30.0,945838,0,1,0,1,1,0.002181500872600349,13.759827643275166
402,2.0,Oui,Non,Oui,Oui,Non,116.0,154.0,Nyakabiga,15.0,2494708,1,0,1,1,0,0.0016361256544502618,14.729682647099034
208,4.0,Oui,Oui,Oui,Non,Non,169.0,198.0,Kinama,25.0,655523,1,1,1,0,0,0.002128293534244243,13.393190194787953
190,4.0,Oui,Oui,Oui,Oui,Non,294.0,160.0,Kiriri,10.0,2600000,1,1,1,1,0,0.001998321410015587,14.77102238760702
186,4.0,Oui,Non,Oui,Oui,Non,197.0,121.0,Kinama,36.0,902442,1,0,1,1,0,0.002128293534244243,13.712860809299892
421,6.0,Oui,Oui,Non,Non,Non,276.0,94.0,Kinanira,38.0,1831063,1,1,0,0,0,0.001998321410015587,14.420407776623065
87,1.0,Oui,Non,Oui,Non,Non,33.0,238.0,Nyakabiga,7.0,429276,1,0,1,0,0,0.0016361256544502618,12.969857677189262
288,4.0,Oui,Oui,Non,Oui,Non,164.0,228.0,Gasekebuye,20.0,2046104,1,1,0,1,0,0.0020293031373026502,14.531448543824995
37,6.0,Oui,Oui,Non,Non,Oui,309.0,288.0,Bwiza,31.0,1103996,1,1,0,0,1,0.002013693113169553,13.914447788424182
271,3.0,Oui,Oui,Oui,Non,Oui,124.0,154.0,Gihosha,24.0,1521360,1,1,1,0,1,0.002163471939768941,14.235115886932562
313,1.0,Oui,Oui,Oui,Oui,Non,49.0,154.0,Gihosha,38.0,1134781,1,1,1,1,0,0.002163471939768941,13.941951119965161
159,6.0,Oui,Oui,Oui,Non,Non,284.0,179.0,Nyakabiga,15.0,1028999,1,1,1,0,0,0.0016361256544502618,13.844098014816186
127,6.0,Oui,Oui,Non,Non,Non,256.0,112.0,Rohero,27.0,2600000,1,1,0,0,0,0.002061260667023952,14.77102238760702
111,3.0,Oui,Oui,Oui,Oui,Oui,131.0,91.0,Nyakabiga,35.0,1375994,1,1,1,1,1,0.0016361256544502618,14.134687663747894
197,2.0,Oui,Non,Non,Non,Non,114.0,154.0,Bwiza,27.0,360162,1,0,0,0,0,0.002013693113169553,12.794311985737142
18,6.0,Oui,Oui,Oui,Non,Oui,250.0,65.0,Cibitoke,16.0,1667009,1,1,1,0,1,0.002045157068062827,14.326542160515178
269,6.0,Oui,Oui,Oui,Non,Oui,260.0,271.0,Nyakabiga,2.0,1782047,1,1,1,0,1,0.0016361256544502618,14.39327382267706
25,6.0,Oui,Oui,Non,Non,Oui,265.0,279.0,Ngagara,12.0,2068140,1,1,0,0,1,0.002145738563213458,14.542160694104364
507,5.0,Oui,Oui,Non,Non,Oui,241.0,205.0,Ngagara,4.0,1675700,1,1,0,0,1,0.002145738563213458,14.331742143154168
419,6.0,Oui,Oui,Non,Non,Non,279.0,160.0,Kiriri,7.0,2600000,1,1,0,0,0,0.001998321410015587,14.77102238760702
397,3.0,Oui,Oui,Non,Oui,Non,144.0,154.0,Cibitoke,13.0,1060181,1,1,0,1,0,0.002045157068062827,13.873951149463023
182,1.0,Oui,Oui,Oui,Non,Non,30.0,255.0,Kiriri,22.0,812126,1,1,1,0,0,0.001998321410015587,13.60741201085488
265,4.0,Oui,Oui,Non,Non,Non,171.0,249.0,Gasekebuye,0.0,1796479,1,1,0,0,0,0.0020293031373026502,14.4013397527156
303,3.0,Oui,Oui,Non,Oui,Oui,162.0,211.0,Gihosha,28.0,1928433,1,1,0,1,1,0.002163471939768941,14.472218832555024
216,3.0,Oui,Non,Non,Non,Oui,142.0,296.0,Gasekebuye,34.0,1599599,1,0,0,0,1,0.0020293031373026502,14.2852641559548
457,5.0,Oui,Oui,Non,Non,Oui,255.0,99.0,Cibitoke,40.0,1329786,1,1,0,0,1,0.002045157068062827,14.100529336996555
375,2.0,Oui,Oui,Oui,Oui,Non,118.0,201.0,Musaga,12.0,954055,1,1,1,1,0,0.0021998328127062344,13.768477648917278
58,4.0,Oui,Non,Oui,Non,Oui,209.0,190.0,Buyenzi,31.0,684542,1,0,1,0,1,0.010427934749686295,13.436506741313906
310,6.0,Oui,Oui,Oui,Oui,Non,300.0,67.0,Musaga,10.0,1663707,1,1,1,1,0,0.0021998328127062344,14.324559404195508
399,1.0,Oui,Oui,Non,Non,Oui,81.0,264.0,Cibitoke,14.0,460153,1,1,0,0,1,0.002045157068062827,13.03931649504678
66,4.0,Oui,Oui,Non,Non,Non,169.0,92.0,Gihosha,25.0,1517750,1,1,0,0,0,0.002163471939768941,14.2327401918625
16,4.0,Oui,Oui,Oui,Non,Oui,217.0,154.0,Bwiza,34.0,772406,1,1,1,0,1,0.002013693113169553,13.557266892157264
121,2.0,Oui,Oui,Non,Non,Non,105.0,116.0,Ngagara,7.0,826141,1,1,0,0,0,0.002145738563213458,13.624521950560727
378,6.0,Oui,Oui,Non,Non,Oui,283.0,153.0,Kinanira,18.0,2594250,1,1,0,0,1,0.001998321410015587,14.768808400935312
69,2.0,Oui,Oui,Oui,Non,Oui,120.0,7.0,Gihosha,3.0,1708148,1,1,1,0,1,0.002163471939768941,14.350920886059725
164,6.0,Oui,Oui,Non,Non,Non,267.0,209.0,Gihosha,32.0,2036681,1,1,0,0,0,0.002163471939768941,14.5268325710929
214,1.0,Oui,Non,Non,Non,Non,37.0,243.0,Kiriri,35.0,406192,1,0,0,0,0,0.001998321410015587,12.914583695089732
446,5.0,Oui,Oui,Non,Oui,Non,228.0,260.0,Kiriri,36.0,2600000,1,1,0,1,0,0.001998321410015587,14.77102238760702
